uid	similarity	catnum	ti_uid	gene	indication_mesh_id	indication_mesh_term	hcat	acat	ccat	hcatnum	acatnum	ccatnum	succ_p_1	succ_1_2	succ_2_3	succ_3_a	orphan	year_launch	arow	assoc_mesh_id	assoc_mesh_term	assoc_source	assoc_info	original_trait	original_link	assoc_year	pic_qtl_pval	pic_h4	af_gnomad_nfe	l2g_share	l2g_rank	cat	assoc_share	assoc_rank	source_name	abs_beta	abs_or	highest_phase_with_known_outcome	areas	genetic_insight	target_status	phase
PRKCA-D017719	0.475	3	PRKCA-D017719	PRKCA	D017719	Diabetic Foot	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	391316	D006973	Hypertension	OTG	NA	Systolic blood pressure [East Asian]	https://genetics.opentargets.org/study/GCST007703_2	2018	NA	NA	0.33638726445744	0.76	1	Phase II	0.76	1	GWAS	0.3729	NA	2	cardiovascular, dermatology, endocrine	gwas	unsupported target	II
PRKCB-D001172	1	2	PRKCB-D001172	PRKCB	D001172	Arthritis, Rheumatoid	Phase I	NA	Phase I	2	NA	2	TRUE	FALSE	NA	NA	FALSE	NA	391352	D001172	Arthritis, Rheumatoid	OTG	NA	Rheumatoid arthritis	https://genetics.opentargets.org/study/GCST90013534	2020	NA	NA	0.533572314904178	0.81	1	Phase I	0.81	1	GWAS	NA	1.0989010989011	1	musculoskeletal, dermatology, immune	gwas	genetically supported target	I
PRKCB-D001932	0.401	4	PRKCB-D001932	PRKCB	D001932	Brain Neoplasms	NA	Phase III	Phase III	NA	5	4	TRUE	TRUE	TRUE	NA	FALSE	NA	391388	D024801	Tauopathies	OTG	NA	Neurofibrillary tangles (SNP x SNP interaction)	https://genetics.opentargets.org/study/GCST010343	2020	NA	NA	0.36527218396778	0.77	1	Phase III	0.77	1	GWAS	NA	NA	2	oncology	both	unsupported target	III
PRKCB-D001943	0.378	3	PRKCB-D001943	PRKCB	D001943	Breast Neoplasms	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	391353	D002280	Carcinoma, Basal Cell	OTG	NA	Rodent ulcer | cancer code, self-reported	https://genetics.opentargets.org/study/NEALE2_20001_1073	2018	NA	NA	0.32051448616344	0.82	1	Phase II	0.82	1	GWAS	NA	1.44646280629591	2	oncology	both	unsupported target	II
PRKCB-D002289	0.365	3	PRKCB-D002289	PRKCB	D002289	Carcinoma, Non-Small-Cell Lung	NA	Phase II	Phase II	NA	4	3	TRUE	TRUE	NA	NA	FALSE	NA	391353	D002280	Carcinoma, Basal Cell	OTG	NA	Rodent ulcer | cancer code, self-reported	https://genetics.opentargets.org/study/NEALE2_20001_1073	2018	NA	NA	0.32051448616344	0.82	1	Phase II	0.82	1	GWAS	NA	1.44646280629591	1	oncology	both	unsupported target	II
PRKCB-D003093	1	3	PRKCB-D003093	PRKCB	D003093	Colitis, Ulcerative	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	391355	D003093	Colitis, Ulcerative	OTG	NA	Ulcerative colitis [EA]	https://genetics.opentargets.org/study/GCST003045	2015	NA	NA	0.567865956617743	0.84	1	Phase II	0.84	1	GWAS	NA	1.0744066975867	2	digestive	both	genetically supported target	II
PRKCB-D004535	0.388	4	PRKCB-D004535	PRKCB	D004535	Ehlers-Danlos Syndrome	NA	Phase III	Phase III	NA	5	4	TRUE	TRUE	TRUE	NA	FALSE	NA	391365	D008218	Lymphocytosis	OTG	NA	Lymphocyte counts	https://genetics.opentargets.org/study/GCST90002316	2020	NA	NA	0.628316857440167	0.8	1	Phase III	0.8	1	GWAS	0.013966	NA	2	cardiovascular, hematology, congenital, dermatology	both	unsupported target	III
PRKCB-D004646	0.355	2	PRKCB-D004646	PRKCB	D004646	Emphysema	Phase I	NA	Phase I	2	NA	2	TRUE	FALSE	NA	NA	FALSE	NA	391365	D008218	Lymphocytosis	OTG	NA	Lymphocyte counts	https://genetics.opentargets.org/study/GCST90002316	2020	NA	NA	0.628316857440167	0.8	1	Phase I	0.8	1	GWAS	0.013966	NA	1	signs/symptoms	both	unsupported target	I
PRKCB-D005909	0.55	4	PRKCB-D005909	PRKCB	D005909	Glioblastoma	NA	Phase III	Phase III	NA	5	4	TRUE	TRUE	TRUE	NA	FALSE	NA	391353	D002280	Carcinoma, Basal Cell	OTG	NA	Rodent ulcer | cancer code, self-reported	https://genetics.opentargets.org/study/NEALE2_20001_1073	2018	NA	NA	0.32051448616344	0.82	1	Phase III	0.82	1	GWAS	NA	1.44646280629591	2	oncology	gwas	unsupported target	III
PRKCB-D006086	0.385	3	PRKCB-D006086	PRKCB	D006086	Graft vs Host Disease	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	391352	D001172	Arthritis, Rheumatoid	OTG	NA	Rheumatoid arthritis	https://genetics.opentargets.org/study/GCST90013534	2020	NA	NA	0.533572314904178	0.81	1	Phase II	0.81	1	GWAS	NA	1.0989010989011	2	immune	gwas	unsupported target	II
PRKCB-D006976	0.207	2	PRKCB-D006976	PRKCB	D006976	Hypertension, Pulmonary	Phase I	NA	Phase I	2	NA	2	TRUE	FALSE	NA	NA	FALSE	NA	391352	D001172	Arthritis, Rheumatoid	OTG	NA	Rheumatoid arthritis	https://genetics.opentargets.org/study/GCST90013534	2020	NA	NA	0.533572314904178	0.81	1	Phase I	0.81	1	GWAS	NA	1.0989010989011	1	respiratory, cardiovascular	omim/tcga	unsupported target	I
PRKCB-D007680	0.374	3	PRKCB-D007680	PRKCB	D007680	Kidney Neoplasms	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	391353	D002280	Carcinoma, Basal Cell	OTG	NA	Rodent ulcer | cancer code, self-reported	https://genetics.opentargets.org/study/NEALE2_20001_1073	2018	NA	NA	0.32051448616344	0.82	1	Phase II	0.82	1	GWAS	NA	1.44646280629591	2	oncology	both	unsupported target	II
PRKCB-D008175	0.379	3	PRKCB-D008175	PRKCB	D008175	Lung Neoplasms	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	391353	D002280	Carcinoma, Basal Cell	OTG	NA	Rodent ulcer | cancer code, self-reported	https://genetics.opentargets.org/study/NEALE2_20001_1073	2018	NA	NA	0.32051448616344	0.82	1	Phase II	0.82	1	GWAS	NA	1.44646280629591	2	oncology	both	unsupported target	II
PRKCB-D008180	1	2	PRKCB-D008180	PRKCB	D008180	Lupus Erythematosus, Systemic	Phase I	NA	Phase I	2	NA	2	TRUE	FALSE	NA	NA	FALSE	NA	391364	D008180	Lupus Erythematosus, Systemic	OTG	NA	Systemic lupus erythematosus	https://genetics.opentargets.org/study/GCST011956	2020	NA	NA	0.00126162018592297	0.79	1	Phase I	0.79	1	GWAS	NA	1.1719999999999995	1	dermatology, immune	both	genetically supported target	I
PRKCB-D008223	0.498	2	PRKCB-D008223	PRKCB	D008223	Lymphoma	Phase I	NA	Phase I	2	NA	2	TRUE	FALSE	NA	NA	FALSE	NA	391353	D002280	Carcinoma, Basal Cell	OTG	NA	Rodent ulcer | cancer code, self-reported	https://genetics.opentargets.org/study/NEALE2_20001_1073	2018	NA	NA	0.32051448616344	0.82	1	Phase I	0.82	1	GWAS	NA	1.44646280629591	1	oncology	gwas	unsupported target	I
PRKCB-D008224	0.448	2	PRKCB-D008224	PRKCB	D008224	Lymphoma, Follicular	Phase I	NA	Phase I	2	NA	2	TRUE	FALSE	NA	NA	FALSE	NA	391353	D002280	Carcinoma, Basal Cell	OTG	NA	Rodent ulcer | cancer code, self-reported	https://genetics.opentargets.org/study/NEALE2_20001_1073	2018	NA	NA	0.32051448616344	0.82	1	Phase I	0.82	1	GWAS	NA	1.44646280629591	1	oncology	gwas	unsupported target	I
PRKCB-D008228	0.489	4	PRKCB-D008228	PRKCB	D008228	Lymphoma, Non-Hodgkin	Phase III	NA	Phase III	4	NA	4	TRUE	TRUE	TRUE	FALSE	FALSE	NA	391353	D002280	Carcinoma, Basal Cell	OTG	NA	Rodent ulcer | cancer code, self-reported	https://genetics.opentargets.org/study/NEALE2_20001_1073	2018	NA	NA	0.32051448616344	0.82	1	Phase III	0.82	1	GWAS	NA	1.44646280629591	3	oncology	both	unsupported target	III
PRKCB-D008258	0.451	3	PRKCB-D008258	PRKCB	D008258	Waldenstrom Macroglobulinemia	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	391353	D002280	Carcinoma, Basal Cell	OTG	NA	Rodent ulcer | cancer code, self-reported	https://genetics.opentargets.org/study/NEALE2_20001_1073	2018	NA	NA	0.32051448616344	0.82	1	Phase II	0.82	1	GWAS	NA	1.44646280629591	2	oncology	gwas	unsupported target	II
PRKCB-D008527	0.541	4	PRKCB-D008527	PRKCB	D008527	Medulloblastoma	NA	Phase III	Phase III	NA	5	4	TRUE	TRUE	TRUE	NA	FALSE	NA	391353	D002280	Carcinoma, Basal Cell	OTG	NA	Rodent ulcer | cancer code, self-reported	https://genetics.opentargets.org/study/NEALE2_20001_1073	2018	NA	NA	0.32051448616344	0.82	1	Phase III	0.82	1	GWAS	NA	1.44646280629591	2	oncology	gwas	unsupported target	III
PRKCB-D008545	0.482	3	PRKCB-D008545	PRKCB	D008545	Melanoma	NA	Phase II	Phase II	NA	4	3	TRUE	TRUE	NA	NA	FALSE	NA	391353	D002280	Carcinoma, Basal Cell	OTG	NA	Rodent ulcer | cancer code, self-reported	https://genetics.opentargets.org/study/NEALE2_20001_1073	2018	NA	NA	0.32051448616344	0.82	1	Phase II	0.82	1	GWAS	NA	1.44646280629591	1	oncology	both	unsupported target	II
PRKCB-D009101	0.472	3	PRKCB-D009101	PRKCB	D009101	Multiple Myeloma	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	391353	D002280	Carcinoma, Basal Cell	OTG	NA	Rodent ulcer | cancer code, self-reported	https://genetics.opentargets.org/study/NEALE2_20001_1073	2018	NA	NA	0.32051448616344	0.82	1	Phase II	0.82	1	GWAS	NA	1.44646280629591	2	oncology	gwas	unsupported target	II
PRKCB-D009369	0.427	3	PRKCB-D009369	PRKCB	D009369	Neoplasms	NA	Phase II	Phase II	NA	4	3	TRUE	TRUE	NA	NA	FALSE	NA	391353	D002280	Carcinoma, Basal Cell	OTG	NA	Rodent ulcer | cancer code, self-reported	https://genetics.opentargets.org/study/NEALE2_20001_1073	2018	NA	NA	0.32051448616344	0.82	1	Phase II	0.82	1	GWAS	NA	1.44646280629591	1	oncology	gwas	unsupported target	II
PRKCB-D010051	0.37	3	PRKCB-D010051	PRKCB	D010051	Ovarian Neoplasms	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	391353	D002280	Carcinoma, Basal Cell	OTG	NA	Rodent ulcer | cancer code, self-reported	https://genetics.opentargets.org/study/NEALE2_20001_1073	2018	NA	NA	0.32051448616344	0.82	1	Phase II	0.82	1	GWAS	NA	1.44646280629591	2	oncology	gwas	unsupported target	II
PRKCB-D010190	0.453	3	PRKCB-D010190	PRKCB	D010190	Pancreatic Neoplasms	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	391381	D015212	Inflammatory Bowel Diseases	OTG	NA	Inflammatory bowel disease	https://genetics.opentargets.org/study/GCST001725	2012	NA	NA	0.567865956617743	0.82	1	Phase II	0.82	1	GWAS	NA	1.06	2	oncology	gwas	unsupported target	II
PRKCB-D010534	0.432	3	PRKCB-D010534	PRKCB	D010534	Peritoneal Neoplasms	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	391381	D015212	Inflammatory Bowel Diseases	OTG	NA	Inflammatory bowel disease	https://genetics.opentargets.org/study/GCST001725	2012	NA	NA	0.567865956617743	0.82	1	Phase II	0.82	1	GWAS	NA	1.06	2	oncology	omim/tcga	unsupported target	II
PRKCB-D011471	0.37	3	PRKCB-D011471	PRKCB	D011471	Prostatic Neoplasms	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	391353	D002280	Carcinoma, Basal Cell	OTG	NA	Rodent ulcer | cancer code, self-reported	https://genetics.opentargets.org/study/NEALE2_20001_1073	2018	NA	NA	0.32051448616344	0.82	1	Phase II	0.82	1	GWAS	NA	1.44646280629591	2	oncology	both	unsupported target	II
PRKCB-D011565	0.349	3	PRKCB-D011565	PRKCB	D011565	Psoriasis	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	391352	D001172	Arthritis, Rheumatoid	OTG	NA	Rheumatoid arthritis	https://genetics.opentargets.org/study/GCST90013534	2020	NA	NA	0.533572314904178	0.81	1	Phase II	0.81	1	GWAS	NA	1.0989010989011	2	dermatology	both	unsupported target	II
PRKCB-D014605	0.214	3	PRKCB-D014605	PRKCB	D014605	Uveitis	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	391352	D001172	Arthritis, Rheumatoid	OTG	NA	Rheumatoid arthritis	https://genetics.opentargets.org/study/GCST90013534	2020	NA	NA	0.533572314904178	0.81	1	Phase II	0.81	1	GWAS	NA	1.0989010989011	2	ophthalmology	gwas	unsupported target	II
PRKCB-D015179	0.687	3	PRKCB-D015179	PRKCB	D015179	Colorectal Neoplasms	NA	Phase II	Phase II	NA	4	3	TRUE	TRUE	NA	NA	FALSE	NA	391355	D003093	Colitis, Ulcerative	OTG	NA	Ulcerative colitis [EA]	https://genetics.opentargets.org/study/GCST003045	2015	NA	NA	0.567865956617743	0.84	1	Phase II	0.84	1	GWAS	NA	1.0744066975867	1	oncology	both	unsupported target	II
PRKCB-D015451	0.461	3	PRKCB-D015451	PRKCB	D015451	Leukemia, Lymphocytic, Chronic, B-Cell	NA	Phase II	Phase II	NA	4	3	TRUE	TRUE	NA	NA	FALSE	NA	391353	D002280	Carcinoma, Basal Cell	OTG	NA	Rodent ulcer | cancer code, self-reported	https://genetics.opentargets.org/study/NEALE2_20001_1073	2018	NA	NA	0.32051448616344	0.82	1	Phase II	0.82	1	GWAS	NA	1.44646280629591	1	oncology	both	unsupported target	II
PRKCB-D016399	0.477	3	PRKCB-D016399	PRKCB	D016399	Lymphoma, T-Cell	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	391353	D002280	Carcinoma, Basal Cell	OTG	NA	Rodent ulcer | cancer code, self-reported	https://genetics.opentargets.org/study/NEALE2_20001_1073	2018	NA	NA	0.32051448616344	0.82	1	Phase II	0.82	1	GWAS	NA	1.44646280629591	2	oncology	both	unsupported target	II
PRKCB-D016403	0.454	4	PRKCB-D016403	PRKCB	D016403	Lymphoma, Large B-Cell, Diffuse	NA	Phase III	Phase III	NA	5	4	TRUE	TRUE	TRUE	NA	FALSE	NA	391353	D002280	Carcinoma, Basal Cell	OTG	NA	Rodent ulcer | cancer code, self-reported	https://genetics.opentargets.org/study/NEALE2_20001_1073	2018	NA	NA	0.32051448616344	0.82	1	Phase III	0.82	1	GWAS	NA	1.44646280629591	2	oncology	gwas	unsupported target	III
PRKCB-D018316	0.523	2	PRKCB-D018316	PRKCB	D018316	Gliosarcoma	Phase I	NA	Phase I	2	NA	2	TRUE	FALSE	NA	NA	FALSE	NA	391353	D002280	Carcinoma, Basal Cell	OTG	NA	Rodent ulcer | cancer code, self-reported	https://genetics.opentargets.org/study/NEALE2_20001_1073	2018	NA	NA	0.32051448616344	0.82	1	Phase I	0.82	1	GWAS	NA	1.44646280629591	1	oncology	gwas	unsupported target	I
PRKCD-D001943	0.202	2	PRKCD-D001943	PRKCD	D001943	Breast Neoplasms	Phase I	NA	Phase I	2	NA	2	TRUE	FALSE	NA	NA	FALSE	NA	391399	D012600	Scoliosis	OTG	NA	Adolescent idiopathic scoliosis	https://genetics.opentargets.org/study/GCST006287	2018	NA	NA	0.885039574412871	0.78	1	Phase I	0.78	1	GWAS	NA	NA	1	oncology	both	unsupported target	I
PRKCD-D002289	0.193	3	PRKCD-D002289	PRKCD	D002289	Carcinoma, Non-Small-Cell Lung	NA	Phase II	Phase II	NA	4	3	TRUE	TRUE	NA	NA	FALSE	NA	391399	D012600	Scoliosis	OTG	NA	Adolescent idiopathic scoliosis	https://genetics.opentargets.org/study/GCST006287	2018	NA	NA	0.885039574412871	0.78	1	Phase II	0.78	1	GWAS	NA	NA	1	oncology	both	unsupported target	II
PRKCD-D002545	0.198	3	PRKCD-D002545	PRKCD	D002545	Brain Ischemia	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	391399	D012600	Scoliosis	OTG	NA	Adolescent idiopathic scoliosis	https://genetics.opentargets.org/study/GCST006287	2018	NA	NA	0.885039574412871	0.78	1	Phase II	0.78	1	GWAS	NA	NA	2	neurology, cardiovascular	omim/tcga	unsupported target	II
PRKCD-D003093	0.194	3	PRKCD-D003093	PRKCD	D003093	Colitis, Ulcerative	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	391399	D012600	Scoliosis	OTG	NA	Adolescent idiopathic scoliosis	https://genetics.opentargets.org/study/GCST006287	2018	NA	NA	0.885039574412871	0.78	1	Phase II	0.78	1	GWAS	NA	NA	2	digestive	both	unsupported target	II
PRKCD-D006086	0.343	3	PRKCD-D006086	PRKCD	D006086	Graft vs Host Disease	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	391401	D017074	Common Variable Immunodeficiency	OMIM	NA	Autoimmune lymphoproliferative syndrome, type III, 615559 (3), Autosomal recessive	https://omim.org/entry/176977	NA	NA	NA	NA	NA	NA	Phase II	NA	NA	OMIM	NA	NA	2	immune	gwas	unsupported target	II
PRKCD-D008545	0.203	3	PRKCD-D008545	PRKCD	D008545	Melanoma	NA	Phase II	Phase II	NA	4	3	TRUE	TRUE	NA	NA	FALSE	NA	391399	D012600	Scoliosis	OTG	NA	Adolescent idiopathic scoliosis	https://genetics.opentargets.org/study/GCST006287	2018	NA	NA	0.885039574412871	0.78	1	Phase II	0.78	1	GWAS	NA	NA	1	oncology	both	unsupported target	II
PRKCD-D009203	0.205	3	PRKCD-D009203	PRKCD	D009203	Myocardial Infarction	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	391399	D012600	Scoliosis	OTG	NA	Adolescent idiopathic scoliosis	https://genetics.opentargets.org/study/GCST006287	2018	NA	NA	0.885039574412871	0.78	1	Phase II	0.78	1	GWAS	NA	NA	2	cardiovascular, signs/symptoms	gwas	unsupported target	II
PRKCD-D009369	0.236	3	PRKCD-D009369	PRKCD	D009369	Neoplasms	NA	Phase II	Phase II	NA	4	3	TRUE	TRUE	NA	NA	FALSE	NA	391399	D012600	Scoliosis	OTG	NA	Adolescent idiopathic scoliosis	https://genetics.opentargets.org/study/GCST006287	2018	NA	NA	0.885039574412871	0.78	1	Phase II	0.78	1	GWAS	NA	NA	1	oncology	gwas	unsupported target	II
PRKCD-D010787	0.191	3	PRKCD-D010787	PRKCD	D010787	Photosensitivity Disorders	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	391399	D012600	Scoliosis	OTG	NA	Adolescent idiopathic scoliosis	https://genetics.opentargets.org/study/GCST006287	2018	NA	NA	0.885039574412871	0.78	1	Phase II	0.78	1	GWAS	NA	NA	2	dermatology	both	unsupported target	II
PRKCD-D011565	0.197	3	PRKCD-D011565	PRKCD	D011565	Psoriasis	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	391399	D012600	Scoliosis	OTG	NA	Adolescent idiopathic scoliosis	https://genetics.opentargets.org/study/GCST006287	2018	NA	NA	0.885039574412871	0.78	1	Phase II	0.78	1	GWAS	NA	NA	2	dermatology	both	unsupported target	II
PRKCD-D012878	0.209	3	PRKCD-D012878	PRKCD	D012878	Skin Neoplasms	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	391399	D012600	Scoliosis	OTG	NA	Adolescent idiopathic scoliosis	https://genetics.opentargets.org/study/GCST006287	2018	NA	NA	0.885039574412871	0.78	1	Phase II	0.78	1	GWAS	NA	NA	2	oncology	gwas	unsupported target	II
PRKCD-D014605	0.2	3	PRKCD-D014605	PRKCD	D014605	Uveitis	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	391399	D012600	Scoliosis	OTG	NA	Adolescent idiopathic scoliosis	https://genetics.opentargets.org/study/GCST006287	2018	NA	NA	0.885039574412871	0.78	1	Phase II	0.78	1	GWAS	NA	NA	2	ophthalmology	gwas	unsupported target	II
PRKCD-D015179	0.203	3	PRKCD-D015179	PRKCD	D015179	Colorectal Neoplasms	NA	Phase II	Phase II	NA	4	3	TRUE	TRUE	NA	NA	FALSE	NA	391399	D012600	Scoliosis	OTG	NA	Adolescent idiopathic scoliosis	https://genetics.opentargets.org/study/GCST006287	2018	NA	NA	0.885039574412871	0.78	1	Phase II	0.78	1	GWAS	NA	NA	1	oncology	both	unsupported target	II
PRKCD-D016403	0.337	3	PRKCD-D016403	PRKCD	D016403	Lymphoma, Large B-Cell, Diffuse	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	391401	D017074	Common Variable Immunodeficiency	OMIM	NA	Autoimmune lymphoproliferative syndrome, type III, 615559 (3), Autosomal recessive	https://omim.org/entry/176977	NA	NA	NA	NA	NA	NA	Phase II	NA	NA	OMIM	NA	NA	2	oncology	gwas	unsupported target	II
PRKCD-D017719	0.329	3	PRKCD-D017719	PRKCD	D017719	Diabetic Foot	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	391399	D012600	Scoliosis	OTG	NA	Adolescent idiopathic scoliosis	https://genetics.opentargets.org/study/GCST006287	2018	NA	NA	0.885039574412871	0.78	1	Phase II	0.78	1	GWAS	NA	NA	2	cardiovascular, dermatology, endocrine	gwas	unsupported target	II
PRKCD-D018295	0.185	3	PRKCD-D018295	PRKCD	D018295	Neoplasms, Basal Cell	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	391399	D012600	Scoliosis	OTG	NA	Adolescent idiopathic scoliosis	https://genetics.opentargets.org/study/GCST006287	2018	NA	NA	0.885039574412871	0.78	1	Phase II	0.78	1	GWAS	NA	NA	2	oncology	both	unsupported target	II
PRKCD-D018307	0.2	3	PRKCD-D018307	PRKCD	D018307	Neoplasms, Squamous Cell	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	391399	D012600	Scoliosis	OTG	NA	Adolescent idiopathic scoliosis	https://genetics.opentargets.org/study/GCST006287	2018	NA	NA	0.885039574412871	0.78	1	Phase II	0.78	1	GWAS	NA	NA	2	oncology	both	unsupported target	II
PRKCD-D020521	0.205	3	PRKCD-D020521	PRKCD	D020521	Stroke	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	391399	D012600	Scoliosis	OTG	NA	Adolescent idiopathic scoliosis	https://genetics.opentargets.org/study/GCST006287	2018	NA	NA	0.885039574412871	0.78	1	Phase II	0.78	1	GWAS	NA	NA	2	neurology, cardiovascular	gwas	unsupported target	II
PRKCD-D030361	0.197	3	PRKCD-D030361	PRKCD	D030361	Papillomavirus Infections	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	391399	D012600	Scoliosis	OTG	NA	Adolescent idiopathic scoliosis	https://genetics.opentargets.org/study/GCST006287	2018	NA	NA	0.885039574412871	0.78	1	Phase II	0.78	1	GWAS	NA	NA	2	infection	both	unsupported target	II
PRKCD-D055623	0.19	5	PRKCD-D055623	PRKCD	D055623	Keratosis, Actinic	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	FALSE	2013	391399	D012600	Scoliosis	OTG	NA	Adolescent idiopathic scoliosis	https://genetics.opentargets.org/study/GCST006287	2018	NA	NA	0.885039574412871	0.78	1	Launched	0.78	1	GWAS	NA	NA	3	oncology	gwas	unsupported target	Launched
PRKCE-D000544	0.261	3	PRKCE-D000544	PRKCE	D000544	Alzheimer Disease	NA	Phase II	Phase II	NA	4	3	TRUE	TRUE	NA	NA	TRUE	NA	391515	D002318	Cardiovascular Diseases	OTG	NA	Cardiovascular disease	https://genetics.opentargets.org/study/GCST007072	2018	NA	NA	0.223584163607761	0.94	1	Phase II	0.94	1	GWAS	NA	NA	1	neurology, psychiatry	both	unsupported target	II
PRKCE-D001026	0.255	3	PRKCE-D001026	PRKCE	D001026	Coronary Artery Bypass	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	391652	D049628	Body Size	OTG	NA	Appendicular lean mass	https://genetics.opentargets.org/study/GCST90000025	2020	NA	NA	0.286791471658866	0.86	1	Phase II	0.86	1	GWAS	0.013	NA	2	other	gwas	unsupported target	II
PRKCE-D002289	0.237	3	PRKCE-D002289	PRKCE	D002289	Carcinoma, Non-Small-Cell Lung	NA	Phase II	Phase II	NA	4	3	TRUE	TRUE	NA	NA	FALSE	NA	391515	D002318	Cardiovascular Diseases	OTG	NA	Cardiovascular disease	https://genetics.opentargets.org/study/GCST007072	2018	NA	NA	0.223584163607761	0.94	1	Phase II	0.94	1	GWAS	NA	NA	1	oncology	both	unsupported target	II
PRKCE-D003093	0.239	3	PRKCE-D003093	PRKCE	D003093	Colitis, Ulcerative	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	391515	D002318	Cardiovascular Diseases	OTG	NA	Cardiovascular disease	https://genetics.opentargets.org/study/GCST007072	2018	NA	NA	0.223584163607761	0.94	1	Phase II	0.94	1	GWAS	NA	NA	2	digestive	both	unsupported target	II
PRKCE-D003924	0.459	3	PRKCE-D003924	PRKCE	D003924	Diabetes Mellitus, Type 2	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	391455	D001361	Avitaminosis	OTG	NA	Carotenoid levels (alpha-carotene)	https://genetics.opentargets.org/study/GCST003938	2016	NA	NA	0.0998700454840806	0.57	1	Phase II	0.57	1	GWAS	0.37	NA	2	metabolic, endocrine	both	unsupported target	II
PRKCE-D006073	0.484	3	PRKCE-D006073	PRKCE	D006073	Gout	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	391455	D001361	Avitaminosis	OTG	NA	Carotenoid levels (alpha-carotene)	https://genetics.opentargets.org/study/GCST003938	2016	NA	NA	0.0998700454840806	0.57	1	Phase II	0.57	1	GWAS	0.37	NA	2	musculoskeletal, congenital, metabolic	both	unsupported target	II
PRKCE-D006086	0.402	3	PRKCE-D006086	PRKCE	D006086	Graft vs Host Disease	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	391579	D008232	Lymphoproliferative Disorders	OTG	NA	Monocyte count	https://genetics.opentargets.org/study/GCST90002340	2020	NA	NA	0.223584163607761	0.91	1	Phase II	0.91	1	GWAS	0.011908	NA	2	immune	gwas	unsupported target	II
PRKCE-D006962	0.224	3	PRKCE-D006962	PRKCE	D006962	Hyperparathyroidism, Secondary	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	391515	D002318	Cardiovascular Diseases	OTG	NA	Cardiovascular disease	https://genetics.opentargets.org/study/GCST007072	2018	NA	NA	0.223584163607761	0.94	1	Phase II	0.94	1	GWAS	NA	NA	2	endocrine	both	unsupported target	II
